benefit_name,topic_ids,tree_paths
0977 - Professional charges for physical therapy,24091,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES /0977 - PROFESSIONAL CHARGES FOR PHYSICAL THERAPY
0978 - Professional charges for occupational therapy,24092,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES /0978 - PROFESSIONAL CHARGES FOR OCCUPATIONAL THERAPY
0979 - Professional charges for speech pathology,24093,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES /0979 - PROFESSIONAL CHARGES FOR SPEECH PATHOLOGY
0981 - Professional charges for emergency room,24094,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES /0981 - PROFESSIONAL CHARGES FOR EMERGENCY ROOM
0982 - Professional charges for outpatient services,24095,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES /0982 - PROFESSIONAL CHARGES FOR OUTPATIENT SERVICES
0983 - Professional charges for clinic,24096,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES /0983 - PROFESSIONAL CHARGES FOR CLINIC
0984 - Professional charges for medical social services,24097,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES/0984 - PROFESSIONAL CHARGES FOR MEDICAL SOCIAL SERVICES
0985 - Professional charges for electrocardiogram,24098,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES/0985 - PROFESSIONAL CHARGES FOR ELECTROCARDIOGRAM
0986 - Professional charges for electroencephalogram,24099,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES/0986 - PROFESSIONAL CHARGES FOR ELECTROENCEPHALOGRAM
0987 - Professional charges for hospital visit,24100,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES /0987 - PROFESSIONAL CHARGES FOR HOSPITAL VISIT
0988 - Professional charges for consultation,24101,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/PROFESSIONAL FACILITY CHARGES /0988 - PROFESSIONAL CHARGES FOR CONSULTATION
0989 - Professional charges for private duty nurse,24102,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/PRIVATE DUTY NURSING/0989 - PROFESSIONAL CHARGES FOR PRIVATE DUTY NURSE
0990 - General classification for patient convenience items during stay,24191,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0990 - GENERAL CLASSIFICATION"
0991 - Cafeteria/Guest Tray,24192,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0991 - CAFETERIA/GUEST TRAY"
0992 - Private Linen Service,24193,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0992 - PRIVATE LINEN SERVICE"
0993 - Telephone/Telegraph,24194,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0993 - TELEPHONE/TELEGRAPH"
0994 - TV/Radio,24195,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0994 - TV/RADIO"
0995 - Nonpatient Room Rentals,24196,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0995 - NONPATIENT ROOM RENTALS"
0996 - Late Discharge Charge,24197,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0996 - LATE DISCHARGE CHARGE"
0997 - Admission Kits,24198,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0997 - ADMISSION KITS"
0998 - Beauty Shop/Barber,24199,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0998 - BEAUTY SHOP/BARBER"
0999 - Other Patient Convenience,24200,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/PATIENT CONVENIENCE ITEMS/0999 - OTHER PATIENT CONVENIENCE"
1000 - General Classification,63240,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PSYCHIATRY AND MENTAL HEALTH/BEHAVIORAL HEALTH SERVICES/1000 - GENERAL CLASSIFICATION
1001 - Residential Psychiatric,63241,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PSYCHIATRY AND MENTAL HEALTH/RESIDENTIAL PSYCHIATRIC/1001 - RESIDENTIAL PSYCHIATRIC
1002 - Residential - Chemical Dependency,63242,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PSYCHIATRY AND MENTAL HEALTH/BEHAVIORAL HEALTH SERVICES/1002 - RESIDENTIAL - CHEMICAL DEPENDENCY
1003 - Supervised Living,63243,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PSYCHIATRY AND MENTAL HEALTH/BEHAVIORAL HEALTH SERVICES/1003 - SUPERVISED LIVING
1004 - Halfway House,63244,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PSYCHIATRY AND MENTAL HEALTH/BEHAVIORAL HEALTH SERVICES/1004 - HALFWAY HOUSE
1005 - Group Home,63245,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PSYCHIATRY AND MENTAL HEALTH/BEHAVIORAL HEALTH SERVICES/1005 - GROUP HOME
1006 - Outdoor/Wilderness Behavioral Healthcare,2373648,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/PSYCHIATRY AND MENTAL HEALTH/BEHAVIORAL HEALTH SERVICES/1006 - OUTDOOR/WILDERNESS BEHAVIORAL HEALTHCARE
2013 Add On Codes,2319972,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PROFESSIONAL PSYCHIATRIC SERVICES/2013 ADD ON CODES
"2013 Inpatient, outpatient or office psychotherapy",2319971,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PSYCHIATRIC SERVICES/PSYCHIATRIC THERAPEUTIC PROCEDURES/OFFICE OR OTHER OUTPATIENT FACILITY/2013 INPATIENT, OUTPATIENT OR OFFICE PSYCHOTHERAPY"
2100 - General Classification,60580,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/ALTERNATIVE THERAPY SERVICES/2100 - GENERAL CLASSIFICATION
2102 - Accupressure,60582,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/ALTERNATIVE THERAPY SERVICES/2102 - ACCUPRESSURE
2103 - Massage,60583,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/ALTERNATIVE THERAPY SERVICES/2103 - MASSAGE
2104 - Reflexology,60584,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/ALTERNATIVE THERAPY SERVICES/2104 - REFLEXOLOGY
2105 - Biofeedback,60585,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/BIOFEEDBACK/2105 - BIOFEEDBACK
2106 - Hypnosis,60586,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/ALTERNATIVE THERAPY SERVICES/2106 - HYPNOSIS
2109 - Other,60587,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/ALTERNATIVE THERAPY SERVICES/2109 - OTHER
3100 - Not used,63212,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/FACILITY CHARGES FOR ADULT CARE/3100 - NOT USED
"3101 - Adult day care, medical and social, hourly",63213,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/FACILITY CHARGES FOR ADULT CARE/3101 - ADULT DAY CARE, MEDICAL AND SOCIAL, HOURLY"
"3102 - Adult day care, social - hourly",63214,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/FACILITY CHARGES FOR ADULT CARE/3102 - ADULT DAY CARE, SOCIAL - HOURLY"
"3103 - Adult day care, medical and social, daily",63215,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/FACILITY CHARGES FOR ADULT CARE/3103 - ADULT DAY CARE, MEDICAL AND SOCIAL, DAILY"
"3104 - Adult day care, social - daily",63216,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/FACILITY CHARGES FOR ADULT CARE/3104 - ADULT DAY CARE, SOCIAL - DAILY"
3105 - Adult foster care - daily,63217,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/FACILITY CHARGES FOR ADULT CARE/3105 - ADULT FOSTER CARE - DAILY
3109 - Other adult care,63218,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/MISCELLANEOUS/FACILITY CHARGES FOR ADULT CARE/3109 - OTHER ADULT CARE
Abdomen and Retroperitoneum,18672,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/DIAGNOSTIC RADIOLOGY/ULTRASOUND/ABDOMEN AND RETROPERITONEUM
"Abdomen, Peritoneum, and Omentum",16000,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/ABDOMEN, PERITONEUM, AND OMENTUM"
Abdominaloplasty,2016774,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/COSMETIC AND RECONSTRUCTIVE SURGERY PROCEDURES/RECONSTRUCTIVE PROCEDURES/ABDOMINALOPLASTY
Abortion,17385,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/ABORTION
Abutment - Other,2383609,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/IMPLANT DENTAL SERVICES/ABUTMENT - OTHER
Abutment placement,63020,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/IMPLANT DENTAL SERVICES/ABUTMENT PLACEMENT
Abutment Supported,2385506,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/ALVEOPLASTY/DENTAL PROSTHODONTICS/FIXED/FIXED PARTIAL DENTURE RETAINERS - CROWN/ABUTMENT SUPPORTED
Accessories,2327437,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/WHEELCHAIRS/ACCESORIES
Accessory Sinuses,15115,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/RESPIRATORY SYSTEM/ACCESSORY SINUSES
Acne surgery/Chemical Peels,2016773,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/COSMETIC AND RECONSTRUCTIVE SURGERY PROCEDURES/RECONSTRUCTIVE PROCEDURES/ACNE SURGERY/CHEMICAL PEELS
Acquisition of body components/Donor facility charges,52635,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/SURGICAL CHARGES/TRANSPLANTATION CHARGES/ACQUISITION OF BODY COMPONENTS/DONOR FACILITY CHARGES
Active wound care management,12804,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/ACTIVE WOUND CARE MANAGEMENT
Acute care room and board,12905,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/ACUTE CARE"
Adaptive behavior services,2373906,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/AUTISM MANDATE/ADAPTIVE BEHAVIOR SERVICES
Additional Incontinence Appliances/Supplies,20971,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/INCONTINENCE SUPPLIES/ADDITIONAL INCONTINENCE APPLIANCES/SUPPLIES
Additional Miscellaneous Supplies,20965,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/ADDITIONAL MISCELLANEOUS SUPPLIES
Additional Ostomy Supplies,20970,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/ADDITIONAL OSTOMY SUPPLIES
Additional Oxygen Related Equipment,21429,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/OXYGEN AND BREATHING EQUIPMENT/ADDITIONAL OXYGEN RELATED EQUIPMENT
Additional Vaccines,2317329,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/ADDITIONAL VACCINES
Adjacent Tissue Transfer or Rearrangement,13314,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/INTEGUMENTARY SYSTEM/REPAIR (CLOSURE)/ADJACENT TISSUE TRANSFER OR REARRANGEMENT
Adjustments to removable prostheses,66549,/PRODUCTION/SERVICES AND PROCEDURES/DENTAL/CLASS II BASIC SERVICES/BASIC PROSTHODONTIC SERVICES (TYPE A)/ADJUSTMENTS TO REMOVABLE PROSTHESES
Administration - Medical or Preventive,12746,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PREVENTIVE SERVICES/IMMUNIZATIONS/ADMINISTRATION - MEDICAL OR PREVENTIVE
Administration through DME,2429663,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INJECTIONS AND INFUSIONS/INSULIN/ADMINISTRATION THROUGH DME
Administrative Fee,60201,/PRODUCTION/SERVICES AND PROCEDURES/PRESCRIPTION DRUG PROGRAM/ADMINISTRATIVE FEE
"Administrative, Miscellaneous and Investigational Supplies",20975,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MEDICAL AND SURGICAL SUPPLIES/ADMINISTRATIVE, MISCELLANEOUS AND INVESTIGATIONAL"
Adult Foster Care services,62861,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MISCELLANEOUS/ADULT FOSTER CARE SERVICES
Advance care planning,2333396,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/CARE PLANNING/ADVANCE CARE PLANNING
AIDS/HIV Screening,2320973,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/PATHOLOGY & LABORATORY/AIDS/HIV SCREENING
Air ambulance services,60442,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/AMBULANCE/EMERGENCY AMBULANCE SERVICES/AIR AMBULANCE SERVICES
Air contrast barium enema,52661,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/RADIOLOGY/DIAGNOSTIC RADIOLOGY/XRAY AND OTHER IMAGING/AIR CONTRAST BARIUM ENEMA
Alcohol and drug abuse treatment,12718,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ALCOHOL AND DRUG ABUSE TREATMENT
Alcohol/Drug Assessment,2317279,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/ALCOHOL/DRUG ASSESSMENT
All inclusive rate for room board and ancillary facility charges,60561,"/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ROOM, BOARD AND NURSING CHARGES/ALL INCLUSIVE RATE FOR ROOM BOARD AND ANCILLARY FACILITY CHARGES"
Allergen Immunotherapy,20562,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ALLERGY AND CLINICAL IMMUNOLOGY/ALLERGEN IMMUNOTHERAPY
Allergy and clinical immunology,"52717,12789",/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ALLERGY AND CLINICAL IMMUNOLOGY | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ALLERGY AND CLINICAL IMMUNOLOGY
Allogeneic bone marrow transplantation,12846,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION/BASIC ORGAN/BONE MARROW/ALLOGENEIC
Allograft and Graft,2395448,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/GENERAL/GRAFTS (OR IMPLANTS)/ALLOGRAFT AND GRAFT
Alternative therapy services,60579,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/ALTERNATIVE THERAPY SERVICES
Ambulance,82179,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/AMBULANCE
Ambulance and other transportation,52715,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/AMBULANCE AND OTHER TRANSPORTATION
Ambulance and other transportation services,12719,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/AMBULANCE AND OTHER TRANSPORTATION SERVICES
Ambulance basic life support services (BLS),60434,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/AMBULANCE/AMBULANCE BASIC LIFE SUPPORT SERVICES (BLS)
Ambulance waiting time,60437,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/AMBULANCE/EMERGENCY AMBULANCE SERVICES/AMBULANCE WAITING TIME
Ambulanced advance life support services (ALS),60435,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/AMBULANCE/AMBULANCED ADVANCE LIFE SUPPORT SERVICES (ALS)
Ambulatory surgical services,86458,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/AMBULATORY SURGICAL SERVICES
Amputation,"13743,13757,59921,13730,13718,13749,13737,13711",/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/FEMUR (THIGH REGION) AND KNEE JOINT/AMPUTATION | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/FOOT AND TOES/AMPUTATION
Amputee,2327439,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/WHEELCHAIRS/AMPUTEE
Anatomic pathology,12899,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/ANATOMIC PATHOLOGY
Anesthesia,"23919,12867",/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/ANESTHESIA | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANESTHESIA
Anesthesia professional services,82159,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/SURGERY AND ANESTHESIA/ANESTHESIA PROFESSIONAL SERVICES
Angioscopy,60322,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ARTERIES AND VEINS/ANGIOSCOPY
Aniseikonic lenses,60431,/PRODUCTION/SERVICES AND PROCEDURES/MARK-UP TOPICS ONLY/ANISEIKONIC LENSES
Antepartum Services,17379,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/MATERNITY CARE/CARE AND DELIVERY/ANTEPARTUM SERVICES
Anterior Chamber,17913,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/EYE AND OCULAR ADNEXA/ANTERIOR SEGMENT/ANTERIOR CHAMBER
Anterior or Anterolateral Approach for Extradural,17460,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/SPINE AND SPINAL CORD/ANTERIOR OR ANTEROLATERAL APPROACH FOR EXTRADURAL
Anterior or Anterolateral Approach Technique,13701,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/SPINE (VERTEBRAL COLUMN)/ARTHRODESIS/ANTERIOR OR ANTEROLATERAL APPROACH TECHNIQUE
Anterior Sclera,17914,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/EYE AND OCULAR ADNEXA/ANTERIOR SEGMENT/ANTERIOR SCLERA
Anterior Segment,17904,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/EYE AND OCULAR ADNEXA/ANTERIOR SEGMENT
Anti-rejection drugs for transplantation,60078,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION/ANTI-REJECTION DRUGS FOR TRANSPLANTATION
Anticoagulant Management,87934,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/ANTICOAGULANT MANAGEMENT
Antineoplastic drugs,12939,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/CHEMOTHERAPY/ANTINEOPLASTIC DRUGS
Anus,15996,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/ANUS
Aortic Anomalies,15407,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/HEART AND PERICARDIUM/AORTIC ANOMALIES
Appendix,15994,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/DIGESTIVE SYSTEM/APPENDIX
Application and Accessories,2433860,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/NHCR/PPACA/CONTRACEPTION/APPLICATION AND ACCESSORIES
Application of Casts and Strapping,13680,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/APPLICATION OF CASTS AND STRAPPING
Approach Procedures,17446,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/NERVOUS SYSTEM/SKULL, MENINGES AND BRAIN/APPROACH PROCEDURES"
Arterial,15428,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ADJUVANT TECHNIQUES/ARTERIAL
Arterial Grafting for Coronary Artery Bypass,15399,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/HEART AND PERICARDIUM/ARTERIAL GRAFTING FOR CORONARY ARTERY BYPASS
Arterial Transposition,15423,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/CARDIOVASCULAR SYSTEM/ADJUVANT TECHNIQUES/ARTERIAL TRANSPOSITION
Arthrodesis,"59954,13756,13724,13729,13717,13748,13736,13710,59725",/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/FEMUR (THIGH REGION) AND KNEE JOINT/ARTHRODESIS | /PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/FOOT AND TOES/ARTHRODESIS
Arthroplasty and Arthrodesis,2395699,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/LEG (TIBIA AND FIBULA) AND ANKLE JOINT/ARTHROPLASTY AND ARTHRODESIS
Arthroplasty and Prosthesis Removal,2395498,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/HUMERUS (UPPER ARM) AND ELBOW/ARTHOPLASTY AND PROSTHESIS REMOVAL
Arthroplasty with Prosthesis,2395598,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/FOREARM AND WRIST/REPAIR, REVISION AND/OR RECONSTRUCTION/ARTHROPLASTY W/PROSTHETIC REPLACEMENT;; REVISE, RECONSTRUCT OR REPLACEMENT"
"Arthroscopy, Shoulder and Lower Extremities",2395948,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/MUSCULOSKELETAL SYSTEM/ENDOSCOPY/ ARTHROSCOPY/ARTHROSCOPY, SHOULDER AND LOWER EXTREMITIES"
Artificial Kidney Machines and Accessories,21430,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/ARTIFICIAL KIDNEY MACHINES AND ACCESSORIES
Assisted Reproductive Techniques,2432963,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/INFERTILITY SERVICES/INFERTILITY TREATMENT/ASSISTED REPRODUCTIVE TECHNIQUES
Assistive listening device,68287,/PRODUCTION/SERVICES AND PROCEDURES/HEARING/HEARING AIDS/ASSISTIVE LISTENING DEVICE
Attachments,21398,"/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CANES, CRUTCHES, WALKERS/ATTACHMENTS"
Audiologic Function Tests With Medical Diagnostic,38311,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/OTORHINOLARYNGOLOGIC SERVICES/AUDIOLOGIC FUNCTION TESTS WITH MEDICAL DIAGNOSTIC
Audiology,23869,/PRODUCTION/SERVICES AND PROCEDURES/FACILITY/INPATIENT HOSPITAL/AUDIOLOGY
Audiometric examination,52764,/PRODUCTION/SERVICES AND PROCEDURES/HEARING/EXAMINATION/EVALUATION/AUDIOMETRIC EXAMINATION
Auditory system surgery and anesthesia,12866,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/AUDITORY SYSTEM
Autism mandate,2318919,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/AUTISM MANDATE
Autologous bone marrow transplantation,12844,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/SURGICAL PROCEDURES/TRANSPLANTATION/BASIC ORGAN/BONE MARROW/AUTOLOGOUS
Automated Multichannel,60263,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/PATHOLOGY AND LABORATORY/AUTOMATED MULTICHANNEL
Automatic external defibrillator (AED) and related supplies,63951,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DURABLE MEDICAL EQUIPMENT/CAPPED RENTAL DME/AUTOMATIC EXTERNAL DEFIBRILLATOR (AED)
Autonomic Function Tests,81322,/PRODUCTION/SERVICES AND PROCEDURES/PROFESSIONAL/DIAGNOSTIC SERVICES/NEUROLOGY AND NEUROMUSCULAR PROCEDURES/AUTONOMIC FUNCTION TESTS
